"p_m","p_s","a_p_m","r_m","r_s","a_r_m","c_sp","c_tx","a_m","m_tb","a_tx","a_p_s","a_r_s","chain","round"
0.0136320621948149,0.173231661836986,3.45888419199039,0.00563015723482636,0.490249861719465,0.840066151394789,0.422257425688372,0.0356133563196097,3.37624067705396,0.00739768438616034,3.31780150789104,5.49101982890687,0.765607135916932,1,1
0.0201162624018799,0.187468881027577,4.06165057641172,0.0188815528388086,0.472918438497167,0.441321795978119,0.275057196696223,0.0217072299365062,11.667286210401,0.00402606354998281,5.14104150544035,2.27698226884676,0.907084693394035,1,2
0.0197353078564626,0.161184333159804,4.11634362468043,0.0164976651482562,0.450036384850827,0.198362453616693,0.384929182251058,0.0182841621012488,13.3999262548483,0.00241572103287303,7.24354801945622,3.03744960194711,0.759215850104131,1,3
0.0206330741242943,0.1857129071227,3.12098993439302,0.0374894074515605,0.362139756373182,0.140503451920684,0.463793775802263,0.0108796631297822,19.2096160406196,0.00277199681841682,8.69863764262236,1.69575005070507,0.619676639659077,1,4
0.0260018063366911,0.150595680553292,1.58525415076731,0.027079942470955,0.311258658959039,0.0237724307247026,0.467130037042251,0.017984713666312,16.5014658135124,0.00325923836004081,7.93202054420202,1.35611712436695,0.687322670101304,1,5
0.0222401611503827,0.192108115915463,1.58621079406828,0.0199887273322059,0.43678721805958,0.342230163295951,0.165175997458579,0.022364759100603,9.00497928987635,0.00522177182045492,5.27774780948007,1.25954040208594,0.687556707314618,1,6
0.0146176126710606,0.167797835754912,4.77414327384879,0.00404759192424297,0.414474322120141,0.404164230773443,0.44512442377226,0.0239677348228154,6.04434424286757,0.00572722551406257,7.55158384982654,1.46548667818827,0.970856106484609,1,7
0.0217506740750196,0.190876940526758,1.64720238369972,0.0248272335860571,0.360380394142043,0.168026448813122,0.45519101144648,0.0329970151829938,3.88239442001523,0.0105430640907725,3.98881042839733,1.28133795897148,0.634355895345898,1,8
0.0175483354578637,0.187977531231433,1.70360603805213,0.0128487107673833,0.316747378940504,0.723363493719507,0.316777616349856,0.0114129917114457,2.73267278332289,0.0138403455106869,7.52286986670968,1.5400072176215,0.877632762814805,1,9
0.025354251809548,0.156824242913081,1.04650666983203,0.00413242143075346,0.302068764706002,0.646117645706471,0.437800439756461,0.0217138833404317,1.60476030788777,0.016422091407847,5.70424659830905,1.95271129832978,0.703693998224255,1,10
0.0254625254309485,0.105879392175319,1.55885493809198,0.0132290743195747,0.217646800315225,0.812903183501123,0.283436315620353,0.0235965988776741,7.27860734467939,0.00434725771382467,5.01301895408439,1.85742610165069,0.573911620143196,1,11
0.023080866957681,0.153167230087219,1.77679006187946,0.0129416662872841,0.372056438987282,0.119773146137418,0.291644321343183,0.0202931576618551,1.78068013353171,0.0162242695214884,6.57431989921193,1.6413881253928,0.407996785226634,1,12
0.021390133851028,0.196840545466393,1.49563180018961,0.0159516545425816,0.449084241002643,0.206141315739614,0.387804135548108,0.0295085392451821,2.50446628258548,0.019547057425378,6.05992245195436,1.12217886610028,0.702740503900662,1,13
0.0156615142232404,0.192559577551415,3.0939517447858,0.0145609287971055,0.358356344894475,0.279782310532115,0.466305443228898,0.0132252113488239,3.39172750872556,0.0114504508625948,12.1627012927131,1.25793896979292,0.657214729942853,1,14
0.0149121742444942,0.18287379894362,3.88456078895051,0.014236894420998,0.428145480579911,0.114303404383528,0.451707587058329,0.0340461735925552,2.23964394182184,0.0160232573928755,3.91190838038883,2.52943098442601,0.99649360033596,1,15
