"V1","V2","V3","V4","V5","V6","chain","round"
-66.1681010771029,3.00674917797747,0.593820313660158,2.29725352507737,0.0830886661085509,43529.6764775384,1,1
-54.8300393061437,1.53290308675768,0.999392876049884,1.00121518929849,0.000489980300902465,109866.490201644,1,2
-59.788341867589,10.2280804606683,0.929225544988376,1.15711764456122,0.0342702748942556,103705.827531954,1,3
-58.9317589999256,51.0646168204251,0.386690254423001,5.27236452181699,0.201517205575855,24656.0584088396,1,4
-57.5328272522091,68.9292464639127,0.821224440431478,1.47951873493448,0.102228413139933,94625.0406785421,1,5
-55.9024820963897,60.7463654574134,0.573274643325796,2.74157860362293,0.148789215227165,54712.3683455825,1,6
-57.8903351277739,324.619469820521,0.0979572222148321,48.6860489801954,0.449266352131394,3285.38291776451,1,7
-56.9324726929462,346.142317299306,0.0576242718717087,64.8422517142358,0.461550203817533,2620.76274157876,1,8
-55.2329740293994,154.780485999152,0.607793515419959,2.61810234439602,0.211735831726974,68751.4688927071,1,9
-55.8379626186239,266.469165975866,0.434772245091358,5.12634218556805,0.330140971625741,37062.659252631,1,10
-56.2869878350866,424.842359472659,0.0869233207446675,66.1646135281468,0.499143617587956,3021.77892984434,1,11
-56.0743103377281,435.160740271819,0.121827972683971,41.6356242922802,0.49329431757649,5042.78169839123,1,12
-63.6786059656409,2.19691710354941,0.997834401310201,1.00434214435205,0.00146091818114901,99567.6585117585,2,1
-67.0559277878823,7.55206602644826,0.879051680627839,1.27736216508814,0.0394493175316916,86114.749318353,2,2
-60.6548876914553,7.59042910790832,0.904142577354916,1.21747676747938,0.0363493560056857,98564.330529168,2,3
-59.1667950439056,41.3366582343765,0.494981308960962,3.66036139311578,0.17449227353596,35514.8920165737,2,4
-57.32632549637,85.3917206715528,0.496187716918905,3.58059060581661,0.194384797817287,39098.9741087791,2,5
-57.208732464912,185.681672628502,0.363613562192766,6.43951365270436,0.295856138014191,23292.8398850573,2,6
-57.2994043299113,280.76249931269,0.142191762783637,22.5101490957389,0.402017617508727,7106.94936031092,2,7
-56.2663605705101,198.138997893287,0.451171238359184,4.5562125981499,0.278225941509323,37310.9112238335,2,8
-56.635996776469,311.941378652999,0.215897586372323,13.2580358607548,0.390455930004215,13575.7471005808,2,9
-56.6519981962471,355.976501821044,0.154481744991686,29.1877426448687,0.444430999032898,6508.61611397671,2,10
-56.4753823352239,401.290862380382,0.0665863673348122,71.8889338509695,0.486635688229447,2781.08326277546,2,11
-56.2872568852381,467.032621062082,0.0513788891735234,115.580064543893,0.525078944736283,1815.93097579668,2,12
-69.6143819547436,3.08021486146913,0.770747543373935,1.55055694334036,0.04846358904993,64492.6004601434,3,1
-58.7697358704765,1.01236177125443,0.999987610478812,1.00002477944722,1.45200011678028e-05,109997.274303568,3,2
-63.3249881089659,4.32141729229812,0.978674935193452,1.04368318953763,0.0100538705995429,114977.377732421,3,3
-60.3831615532825,16.2662188762111,0.613036101836611,2.48693508553454,0.122791772388928,52272.5799356901,3,4
-57.0497298030891,33.3626618820277,0.595419884645762,2.29070559338416,0.11024008314805,61115.9765312143,3,5
-58.1301094801245,154.406461511494,0.18830199020956,12.4341934892466,0.307550658313697,12062.5890098941,3,6
-55.8083717575288,75.8769219169855,0.711117318361966,1.88448961196453,0.122424913212784,84903.1559999238,3,7
-56.9473443030369,236.299937462302,0.485441697721357,4.14194473578715,0.299256206246865,41042.7634555282,3,8
-57.3360534055346,362.468057567989,0.0741992871243067,53.2864563316042,0.464327306232172,3376.98780593259,3,9
-56.8702786751394,399.780842778286,0.0807540903300334,64.4362563179704,0.486807207735983,2947.6660231863,3,10
-54.5769451796768,106.992637337117,0.843377933661384,1.40546309833181,0.114843889025426,142301.562219784,3,11
-56.4378348679496,467.137149068974,0.0293419695461848,147.933310165481,0.532274850310908,1418.56533701168,3,12
-66.3699542708429,2.47577545122122,0.994075062300978,1.01192648934858,0.00334513854895717,98821.3957495725,4,1
-71.5758954029936,3.91753779964098,0.975714829283971,1.0500434797699,0.0115552873588543,104757.519164987,4,2
-73.2959623436376,5.79613900483634,0.914158130053986,1.18754561672477,0.0279383384466268,101048.59195538,4,3
-69.2930648406061,5.14861334928217,0.966285049141901,1.07047407307117,0.0157247194493616,121441.455515515,4,4
-65.5302873811572,9.84364852325112,0.602526669740418,2.02515699577529,0.072336642102935,69129.936655645,4,5
-65.1863481331079,43.5290072145541,0.540373521057217,3.13896575514486,0.161089093402554,47785.7589794133,4,6
-60.4575514716957,24.5555467696946,0.525406910536098,2.98564653725666,0.126588279747672,53589.0676757959,4,7
-60.8132346638126,66.0502975287979,0.444676167779475,3.51564776264723,0.161015386779943,48354.5269078476,4,8
-61.334597972259,102.859180415476,0.406197258480188,4.03825258573812,0.204854515740007,44572.9824742092,4,9
-61.8234474562241,255.728632324789,0.245477364023528,14.2946833425858,0.37916946634821,13290.7249984816,4,10
