"p_m","p_s","a_p_m","r_m","r_s","a_r_m","c_sp","c_tx","a_m","m_tb","a_tx","prop_m","prop_s","prop_ms","pnr_m_all","deaths_tb","prop_m_notif","tb_ms_dead_5yr","tb_ms_dead_10yr","tb_s_dead_5yr","tb_s_dead_10yr","like_prev","like_hist_pos","like_hist_neg","log_like","like"
0.0311909821463298,0.0869210608964614,3.36392059744457,0.052584392859707,0.493117412594588,0.70161443314268,0.292880959626556,0.0498141163601867,11.4117372343978,0.00936164921313669,2.73610805343245,0.144917079247241,0.0942562424534474,0.0834738936114753,0.378762276428395,0.509606953323278,0.70786830729662,0.618493639640573,0.637191247542748,0.222084594522794,0.260210189813704,1.5968229848174e-27,0.00011562403883019,6.2302769910209e-08,-87.3582081163578,1.15030303621635e-38
0.0311909821463298,0.0869210608964614,3.36392059744457,0.052584392859707,0.493117412594588,0.70161443314268,0.292880959626556,0.0498141163601867,11.4117372343978,0.00936164921313669,2.73610805343245,0.144917079247241,0.0942562424534474,0.0834738936114753,0.378762276428395,0.509606953323278,0.70786830729662,0.618493639640573,0.637191247542748,0.222084594522794,0.260210189813704,1.5968229848174e-27,0.00011562403883019,6.2302769910209e-08,-87.3582081163578,1.15030303621635e-38
0.0311909821463298,0.0869210608964614,3.36392059744457,0.052584392859707,0.493117412594588,0.70161443314268,0.292880959626556,0.0498141163601867,11.4117372343978,0.00936164921313669,2.73610805343245,0.144917079247241,0.0942562424534474,0.0834738936114753,0.378762276428395,0.509606953323278,0.70786830729662,0.618493639640573,0.637191247542748,0.222084594522794,0.260210189813704,1.5968229848174e-27,0.00011562403883019,6.2302769910209e-08,-87.3582081163578,1.15030303621635e-38
0.0311909821463298,0.0869210608964614,3.36392059744457,0.052584392859707,0.493117412594588,0.70161443314268,0.292880959626556,0.0498141163601867,11.4117372343978,0.00936164921313669,2.73610805343245,0.144917079247241,0.0942562424534474,0.0834738936114753,0.378762276428395,0.509606953323278,0.70786830729662,0.618493639640573,0.637191247542748,0.222084594522794,0.260210189813704,1.5968229848174e-27,0.00011562403883019,6.2302769910209e-08,-87.3582081163578,1.15030303621635e-38
0.0311909821463298,0.0869210608964614,3.36392059744457,0.052584392859707,0.493117412594588,0.70161443314268,0.292880959626556,0.0498141163601867,11.4117372343978,0.00936164921313669,2.73610805343245,0.144917079247241,0.0942562424534474,0.0834738936114753,0.378762276428395,0.509606953323278,0.70786830729662,0.618493639640573,0.637191247542748,0.222084594522794,0.260210189813704,1.5968229848174e-27,0.00011562403883019,6.2302769910209e-08,-87.3582081163578,1.15030303621635e-38
0.0311909821463298,0.0869210608964614,3.36392059744457,0.052584392859707,0.493117412594588,0.70161443314268,0.292880959626556,0.0498141163601867,11.4117372343978,0.00936164921313669,2.73610805343245,0.144917079247241,0.0942562424534474,0.0834738936114753,0.378762276428395,0.509606953323278,0.70786830729662,0.618493639640573,0.637191247542748,0.222084594522794,0.260210189813704,1.5968229848174e-27,0.00011562403883019,6.2302769910209e-08,-87.3582081163578,1.15030303621635e-38
0.0311909821463298,0.0869210608964614,3.36392059744457,0.052584392859707,0.493117412594588,0.70161443314268,0.292880959626556,0.0498141163601867,11.4117372343978,0.00936164921313669,2.73610805343245,0.144917079247241,0.0942562424534474,0.0834738936114753,0.378762276428395,0.509606953323278,0.70786830729662,0.618493639640573,0.637191247542748,0.222084594522794,0.260210189813704,1.5968229848174e-27,0.00011562403883019,6.2302769910209e-08,-87.3582081163578,1.15030303621635e-38
0.0311909821463298,0.0869210608964614,3.36392059744457,0.052584392859707,0.493117412594588,0.70161443314268,0.292880959626556,0.0498141163601867,11.4117372343978,0.00936164921313669,2.73610805343245,0.144917079247241,0.0942562424534474,0.0834738936114753,0.378762276428395,0.509606953323278,0.70786830729662,0.618493639640573,0.637191247542748,0.222084594522794,0.260210189813704,1.5968229848174e-27,0.00011562403883019,6.2302769910209e-08,-87.3582081163578,1.15030303621635e-38
0.0311909821463298,0.0869210608964614,3.36392059744457,0.052584392859707,0.493117412594588,0.70161443314268,0.292880959626556,0.0498141163601867,11.4117372343978,0.00936164921313669,2.73610805343245,0.144917079247241,0.0942562424534474,0.0834738936114753,0.378762276428395,0.509606953323278,0.70786830729662,0.618493639640573,0.637191247542748,0.222084594522794,0.260210189813704,1.5968229848174e-27,0.00011562403883019,6.2302769910209e-08,-87.3582081163578,1.15030303621635e-38
0.0311909821463298,0.0869210608964614,3.36392059744457,0.052584392859707,0.493117412594588,0.70161443314268,0.292880959626556,0.0498141163601867,11.4117372343978,0.00936164921313669,2.73610805343245,0.144917079247241,0.0942562424534474,0.0834738936114753,0.378762276428395,0.509606953323278,0.70786830729662,0.618493639640573,0.637191247542748,0.222084594522794,0.260210189813704,1.5968229848174e-27,0.00011562403883019,6.2302769910209e-08,-87.3582081163578,1.15030303621635e-38
