"p_m","p_s","a_p_m","r_m","r_s","a_r_m","c_sp","c_tx","a_m","m_tb","a_tx","chain","round"
0.0285836430251542,0.188139336433223,1.30123942903109,0.0347847155802054,0.354799157562319,0.409543637318836,0.234284149678437,0.0315664508950638,13.2686724160695,0.00329064428821811,5.18152615821338,1,1
0.0285836430251542,0.188139336433223,1.30123942903109,0.0347847155802054,0.354799157562319,0.409543637318836,0.234284149678437,0.0315664508950638,13.2686724160695,0.00329064428821811,5.18152615821338,1,2
0.0272339992535627,0.16265800502237,1.21064867675215,0.0271121821664482,0.401620603464052,0.264965698867258,0.2059863585997,0.0191002338189098,13.9910339418435,0.00230625032897693,6.25539422181032,1,3
0.0222365972248754,0.177201334379534,1.73762911440571,0.00979657918450331,0.368584969028231,0.577049119967938,0.210997042340112,0.0288333617374012,14.1916783487952,0.00218180896320916,5.23157687516077,1,4
0.0261969194670682,0.186720480913345,1.51338626693235,0.0139608394399624,0.311375047363311,0.760101283042113,0.278048524370439,0.0251617592951783,9.06204116358414,0.00411375047133382,6.44613395064875,1,5
0.024293993879408,0.163215518342002,2.28791743539542,0.00716289106285263,0.49525114538815,0.625125946504324,0.312700823535942,0.0290541363724966,3.6675209012102,0.00822963350577563,6.10001646403444,1,6
0.022902619241296,0.136976748465305,1.45631798802575,0.00958102918540536,0.248848905942115,0.522146560937622,0.327768946022668,0.0277666366979822,7.0891342462401,0.00416054889139473,4.30289323893572,1,7
0.0241021186329674,0.155466475227614,1.01457213840646,0.0180540963746921,0.301810281721592,0.443726691967651,0.133075440465383,0.0260650877517341,16.8698163007079,0.0022434415345078,4.57438599560032,1,8
0.0194462822076578,0.13006497959031,1.4894515193076,0.0141946547816211,0.28797874160714,0.391092043745657,0.178471735560813,0.0157763285920106,19.3251134945727,0.00142564915975338,9.22345458691502,1,9
0.0200815700291003,0.134777377258672,1.96158570185178,0.00810746522253471,0.313487335576771,0.815055615253838,0.320191854848484,0.0194767155847395,11.4733552158923,0.00293163418975136,8.12617327298394,1,10
0.017040351999228,0.112647574151304,2.76810865985868,0.00932630837033393,0.222863458551321,0.928049667080804,0.362283632140173,0.0326412046130289,7.97598426607364,0.0035373209890142,3.80629249846049,1,11
