"p_m","p_s","a_p_m","r_m","r_s","c_sp","c_tx","a_m","m_tb","a_tx","a_p_s","a_r_m_recip","a_r_s_recip","chain","round"
0.0375394024004401,0.0902003907356481,1.03017135704474,0.0456654223994138,0.383826243749285,0.350033435996818,0.0427079424533539,7.72892061497588,0.0028112103697611,2.23820160889796,1.56333336654338,14.9994122834074,9.08178976022358,1,1
0.0554990908641401,0.10548418335214,1.41359643272708,0.0590662712715777,0.4172669895035,0.316480755819007,0.0594976638956411,6.2030393430537,0.00340382771690512,1.71699236222171,1.36548668311423,13.8923566191246,16.7250062050689,1,2
0.041767134804326,0.0791231823076965,1.05411259559994,0.0210323164116467,0.291658232656953,0.37056629591702,0.0352447462170843,4.67890579282856,0.00471068018964521,3.12211785944285,1.54961782840962,12.4887390980291,7.95845907055106,1,3
0.0340887008498829,0.101416842158714,1.76665832415771,0.0406697214974476,0.258178317747592,0.321267914143752,0.0255688320619694,7.02681732689271,0.00251979649417291,4.13625815191746,1.10677729816866,15.1768705005403,8.48252763604368,1,4
0.0413224665610988,0.10637277062711,1.29069189957765,0.0174988191645283,0.288338936952159,0.254703515846715,0.0633527192315869,9.15444499427148,0.00187970766603356,2.58991094068998,1.29154409231004,12.6637059484431,5.68074073355409,1,5
0.0373977720689667,0.0985756492140023,1.09336172421361,0.0285853333417091,0.241271483085349,0.403445596553999,0.0293659289806077,3.35100371962495,0.00660287160044718,5.40570145484487,1.23878919405817,9.54558738869279,6.07585059346341,1,6
0.0397172460797392,0.114614111881504,1.00399694079355,0.00936663400123231,0.312086367663523,0.306647504444674,0.035310664671736,3.87663950064048,0.00458285753763668,3.34365643723182,1.16291422147016,17.0922120551583,7.16128785482333,1,7
0.0336779264499332,0.0601696768593201,1.75618232031205,0.0193879903424944,0.217421062397748,0.484391128432829,0.0154324634327622,6.7170239806217,0.00286056299212896,6.83520024406002,1.67873706389547,12.5129075487161,8.00501074227504,1,8
0.0385456329043202,0.104257376512161,1.87929049146668,0.0247414402268648,0.302538971885565,0.354918847109637,0.0136037879219424,5.39877311739358,0.00370743297454997,9.810268630632,1.06044584072171,16.1459389396467,9.80909578848774,1,9
0.0424777371492688,0.103214209234655,2.00391674659236,0.0293701148639062,0.418287965850159,0.441752657622581,0.0378765692291381,2.57021837720038,0.00679327985378144,3.90681748763806,1.10413706872239,14.1362577848364,14.4670658405231,1,10
0.0399293699823119,0.0965166356553832,1.0614530131689,0.0236325178265505,0.31784735836177,0.284503929543332,0.0168071225225625,6.39434470938416,0.00383886985009689,8.30865169432414,1.35301728737336,18.772209552845,5.08331704300738,1,11
0.0328422901277641,0.104733231231773,1.93690938149592,0.0162269824143692,0.277838918868028,0.427852528412179,0.0222887254920778,5.4524973837001,0.00396693514630561,5.89304995207554,1.06809976245192,8.00668705812857,6.36737858231847,1,12
0.0337010321792457,0.109453440146646,1.82485084488399,0.0112268467733213,0.295811524289455,0.316161361028835,0.0480239619567373,4.67203621198174,0.00402306615791222,2.91465198844882,1.3476869565872,1.98982848501247,7.52520887822163,1,13
0.0410146728174792,0.106303816976683,1.07155473367063,0.00655244393138979,0.376149549320605,0.285437154456111,0.05471417893189,3.62369089117714,0.00566547758326393,2.7430524223323,1.2430489602448,1.50493014498549,8.11682240108218,1,14
0.028661546183755,0.111980462978951,1.51091871060956,0.0118667597580751,0.378827584111134,0.246434815399663,0.0320519373859433,2.74828090040337,0.00783485335414229,4.23652136577814,1.03061320069204,12.8834009455685,7.17631271830171,1,15
0.0243988503463761,0.0980617684470388,1.88864374784734,0.00873090742629423,0.320960238199161,0.388596839763226,0.0189531367210348,3.07906437516432,0.00919608360620017,6.66049447543777,1.75772937028104,8.43146548942601,1.74752769384832,1,16
0.038877451627746,0.0768612952130267,1.49456020108182,0.0189616258383221,0.208068622199505,0.260343682000192,0.0530084420376708,17.7076684994825,0.00123441845952475,5.16355356498113,1.96282719399286,15.6721029504683,2.8795903385987,2,1
