"V1","V2","V3","V4","V5","V6","chain","round"
-58.6537352043922,21.4853710460031,0.529176420561027,2.77339109003776,0.127751780528741,36056.3019584138,1,1
-53.7655874049937,21.2519392404162,0.369681302654298,3.57405173950835,0.133880068787006,30776.6741899465,1,2
-52.82351200097,47.1671855522347,0.525999339288936,2.79223569914453,0.142465954354362,42975.6727865523,1,3
-53.6948054697791,214.575442163926,0.106183600313272,40.2637810734878,0.40163357908308,3227.73302586004,1,4
-47.6466203139182,7.62486292502711,0.992742973805315,1.01467197266323,0.0067517725835961,137975.610936076,1,5
-52.2485603555262,312.869337922335,0.128354313768842,31.1530846574099,0.432483277775181,4813.96459976716,1,6
-51.7843793521239,344.44130678564,0.39264817859498,6.40802203026183,0.386047395360343,24967.8592221744,1,7
-52.1249248601476,553.083862318957,0.0528742434959917,183.301054340211,0.569474547827526,926.441468024014,1,8
-51.9112023110179,555.486275299223,0.056920355265824,113.606507311144,0.563179649550088,1583.42507946681,1,9
-51.8009121898651,603.34113722163,0.0550284253985274,157.985259789331,0.589486944901039,1201.65016766196,1,10
-51.6699402848231,639.384893665592,0.0288361083939329,291.101661489945,0.610870100126475,686.048632858432,1,11
-51.6206077113502,660.816382144289,0.0193066144311697,365.115429597747,0.622418187619081,574.163307936533,1,12
-55.29120594725,9.65663630750064,0.57411070508443,2.18346471011537,0.0862630817150733,45798.2288700107,2,1
-54.9675788772707,37.6499305576658,0.387059894142583,4.42217420887682,0.18024897700844,24873.86805655,2,2
-52.8936041181691,93.3104995808782,0.344052071010737,6.45438723108767,0.246013658814229,18591.159977102,2,3
-53.4755424064559,270.831741492592,0.0671449897394237,66.9808218124771,0.440827105598898,1939.86898271282,2,4
-52.2263426957743,246.93115200147,0.162397061297514,21.6584990200576,0.385458646257756,6463.02133974221,2,5
-52.0876997855439,427.982323446017,0.0942143044861983,71.6795046068654,0.507157797412918,2091.66233564947,2,6
-51.4360021222071,319.01350998847,0.336991397130507,8.26840675324829,0.383735772986023,19349.8864197706,2,7
-51.8991601793976,502.731531409538,0.0912853742292269,85.0156478146849,0.539999594903641,1998.64364061957,2,8
-51.5270343792949,469.425791606262,0.234155463017955,17.3659111239619,0.486600422603246,10364.1918188564,2,9
-51.7773575690037,604.651444387712,0.0339496392663754,241.858347664073,0.590532219583393,784.587930155784,2,10
-51.7532045598041,668.800721727047,0.0230082647255118,435.937221793865,0.621244094479364,457.783943711682,2,11
-51.6652309018184,655.687371253908,0.0955528619756053,97.3371491561003,0.603757973945874,2156.45993551208,2,12
-50.274106801619,2.61278127550376,0.997837663311749,1.00433729553809,0.00161032968950632,99568.1392167008,3,1
-56.4956079528349,16.8655091472576,0.505509607139846,3.08886664916792,0.1282211438942,35611.090930064,3,2
-53.1945774530268,17.4725828093883,0.812141388371846,1.47410014573929,0.0625335513480007,81405.2737480205,3,3
-52.9244869150106,98.0502698506405,0.249973915635198,9.39918948547628,0.266965018188492,13830.0861948543,3,4
-52.7455880546638,353.212662902222,0.131209980272114,40.9247829376948,0.463410553761502,3419.93444766618,3,5
-52.3343639550017,475.432172875342,0.0617015054120222,115.61969132992,0.535753384385427,1296.36550504911,3,6
-52.2714689541741,530.58623103651,0.0359993358485848,178.081641570311,0.561034237149977,897.469923583112,3,7
-52.1987968321166,613.302059448288,0.0224873109308839,306.63387558882,0.599493083072548,553.41036276796,3,8
-51.7268551710436,534.053381367583,0.103495212474996,47.9869314942242,0.542841246530929,3750.04208862835,3,9
-51.9261518260786,664.098864025866,0.0159374656754028,464.479938321151,0.623678314855857,408.061795537116,3,10
-51.8158296239768,688.593390989655,0.0238265189260484,465.665293319728,0.635014164584222,428.495177213778,3,11
-51.7998259921712,716.388607497677,0.012837031119548,670.67799932479,0.646371859820939,312.11746773036,3,12
-48.4445684536793,5.46796963511823,0.695689253841256,1.92369083407976,0.0813429575280257,51982.9249733707,4,1
