"p_m","p_s","a_p_m","r_m","r_s","a_r_m","c_sp","c_tx","a_m","m_tb","a_tx","chain","round"
0.0439614643770983,0.166227809999167,1.09946269023319,0.0187663780932729,0.377506013647115,0.217107677501407,0.470298158222163,0.0779612967482093,2.24452405429889,0.00951578186980914,1.7405671744844,1,1
0.0353261966084621,0.105008441662036,2.23642491535959,0.0155630248541876,0.335546056375158,0.517397387523973,0.389577105504217,0.0595303025492495,6.68887687141967,0.00425043994554629,1.49152631751698,1,2
0.0355422958548549,0.134391264955544,1.81054605099821,0.000907397811449731,0.365712968648404,0.271185680087575,0.372934980291664,0.0776741746207482,5.91775820020827,0.00269198536386761,2.34704714850391,1,3
0.0469723988716836,0.121519972022849,1.22905464549144,0.00658446805510732,0.407673152481887,0.110240217112874,0.424070882772486,0.0604301518779106,3.61294905828009,0.00465448780521267,3.10942981861049,1,4
0.0531712406958534,0.129155440936437,1.08431702886084,0.0328985335916549,0.455481929596032,0.0436794664011632,0.354258451245148,0.105928811322735,6.43919717348125,0.00243362805180507,1.57197070864549,1,5
0.0422884731349982,0.126695377663196,1.15200940398799,0.0152960100082624,0.345196171425157,0.0548345419163052,0.3963796140439,0.118126127428307,4.00281066256092,0.00358417965151562,1.42801903649873,1,6
0.0552560229253401,0.13310398835353,1.15495809735398,0.0114527608919736,0.39017332591067,0.016878646148311,0.396514137385151,0.108253612601729,1.80332164362885,0.00656310044995554,1.76970226156115,1,7
0.0484413059617526,0.0992401251110593,1.02907439837254,0.0338978990765284,0.320740699998427,0.0253403361849485,0.411816689130614,0.12073529121317,5.89070229400347,0.00245091935936146,1.33914064420994,1,8
0.0481082487053171,0.110258943501409,1.04859942870372,0.0282535583640841,0.364529850617131,0.0209698675826083,0.338658951944961,0.137917688178666,4.81231706698119,0.00270370010569919,1.09524661325635,1,9
0.055291284257706,0.134791988039702,1.08184714965864,0.0141644481156051,0.433208431382516,0.0555471541396298,0.317093941202847,0.141848260788005,7.97966135791371,0.00189521521497972,1.27883563849146,1,10
0.0506001410520873,0.131901551182214,1.0225516235562,0.02197664526252,0.312601301670448,0.0740627852790332,0.423896385165055,0.118068014453012,7.48231846277175,0.00216217189224153,1.29589516735792,1,11
0.0567724060352617,0.105220374241207,1.00695686919868,0.0556669804169305,0.365894433844891,0.030582903476551,0.400815647341661,0.0981287020646842,7.07070598198029,0.00199814930725841,1.3196279955671,1,12
0.0712790591317965,0.0753469854875971,1.86802271489425,0.10369399433725,0.42401624428966,0.0528691146572866,0.481700967340568,0.16647317408989,15.2565910244042,0.00128088835784211,1.67986989089146,2,1
0.0422018356434391,0.169151246544269,1.30163765198553,0.00374456524285907,0.475407877444746,0.0978172366500343,0.494087388507024,0.0204586247126159,2.68086423828518,0.00464865849447181,12.2368131458302,2,2
0.0712790591317965,0.0753469854875971,1.86802271489425,0.10369399433725,0.42401624428966,0.0528691146572866,0.481700967340568,0.16647317408989,15.2565910244042,0.00128088835784211,1.67986989089146,2,3
0.0586778780458886,0.0790668712292048,1.79424994171404,0.0989165686895159,0.398733401947064,0.0352136369552332,0.441022292302658,0.146029404486631,15.5542522140848,0.00127049090222375,2.04425790537664,2,4
0.0687015726604943,0.101855667990589,1.12018623359984,0.0894953212853152,0.266176817917785,0.0302770414296613,0.357841920595359,0.132585133756581,13.2595028123909,0.00141489939700052,2.23119388533855,2,5
0.0785258814022693,0.105179499343348,1.15653181404621,0.139307066900713,0.332371152406844,0.00972549724759088,0.437579598703454,0.176926560153139,14.2320397536343,0.00110451404558457,1.04939019462556,2,6
0.0765259523021198,0.109436312882928,1.0299191812938,0.121341970627623,0.305725514804534,0.00781726421578609,0.333414763478517,0.152833146150003,13.3836110186076,0.000823483660210444,1.08619093906601,2,7
0.0681548943013548,0.0980153546481968,1.14321419900111,0.0995361506177525,0.288630318667484,0.0216167216999536,0.384334090348051,0.166709455833585,14.8443565069372,0.0009346114008266,1.05231129290988,2,8
0.0584692583206116,0.0919733935783959,1.10151835895937,0.0689002278644601,0.248238521447669,0.0712242626900578,0.323638916462199,0.167676941840065,17.7301671966668,0.00109978211378744,1.02860943250142,2,9
0.0642345991791027,0.0933928106959454,1.07083911705468,0.0560758021733116,0.284480646791711,0.0143513253444705,0.355162250572185,0.142359146131017,13.62023595632,0.000932166095867846,1.32035222940142,2,10
0.0555222039847785,0.0976850228493696,1.15579648130948,0.0867403029399253,0.310888231262361,0.0228623276626969,0.39994324945834,0.136647961313677,13.006727338712,0.00113868300127636,1.14186338789867,2,11
0.0643900792142599,0.100676291562057,1.07943037010763,0.0920040916298015,0.337746208624103,0.0156168756050975,0.409017529280539,0.135270537376417,16.1167565841815,0.000934654601058748,1.23198736394508,2,12
0.0345889037747104,0.0931223083306588,1.27612573205432,0.0271614241658067,0.25490127236908,0.167629542822288,0.196471006496721,0.0254025940676028,2.93102253387334,0.00668294850974483,6.94651332046632,3,1
0.0419322675260749,0.111320570147996,1.05938727547547,0.0341796134786788,0.321558946814834,0.159159173927701,0.347042885680078,0.0460138731814867,8.26518236290888,0.00339303897392683,5.45214372232708,3,2
0.0472329376891424,0.122947854207364,1.28100597082357,0.0068669444258459,0.369819867798722,0.153961723746883,0.298463325714087,0.0534433674834676,9.9333769655903,0.00148054431960868,3.69924094991649,3,3
0.0443978010467849,0.107239677564841,1.23702557195099,0.0378377214464565,0.390186286585091,0.0632661667678405,0.296085751075952,0.0431526115957353,11.8432785362265,0.00161298858578052,3.62881374260234,3,4
0.0387957052971392,0.102142068132771,1.04186919040528,0.000150959465593813,0.373560205575658,0.0319322022540779,0.267996958181383,0.0343127359188517,4.69515565020446,0.00279348024688866,4.79499641743843,3,5
0.0522822097072253,0.118707858107903,1.04964484636986,0.0170520787693671,0.398041622074117,0.0281257541966308,0.405152779165206,0.0467738565239773,7.98240499321399,0.00177708649272135,3.61655885400408,3,6
0.0509665807675642,0.0911553114022165,1.05567794329927,0.0174421123108096,0.357235546085456,0.0250803849508291,0.372561148701724,0.0709823401156217,6.68641194037041,0.00225262827214387,2.45706206229572,3,7
0.0467700136021614,0.100860700934649,1.21706103851481,0.0341990631949771,0.333832936714988,0.0273357876773854,0.34785604198902,0.0829578138171361,4.29381122425638,0.00336783903707189,2.06736887488014,3,8
0.0416886190851976,0.0842005015174204,1.10881124676943,0.0384893495366456,0.226404675216989,0.0194446048185055,0.32434095824666,0.103920276634473,2.73550738142725,0.00448587988535166,1.08043037081266,3,9
0.0435128194450302,0.0653229185419761,1.15272768834912,0.0581341104246684,0.235281756780467,0.0165515115984276,0.496921798472328,0.091345865426945,5.94988347493446,0.00211255318233657,1.38546496564295,3,10
0.0398493673780312,0.0988165105450821,1.06689644404943,0.0464529782947634,0.404319611277586,0.0448083859078161,0.169860561804767,0.0998372884931314,6.31671665558399,0.00278110956555602,1.47442361927127,3,11
0.0364947640417293,0.0636345532210734,1.18401213359301,0.0219196806251399,0.227604844358566,0.0462127803277891,0.235192395746803,0.0574168058245749,6.98734086671284,0.0019109017904537,1.34099999094213,3,12
0.0239840503417221,0.121875296923454,1.4834780865693,0.00288023026186088,0.246709101775637,0.881678395161219,0.208249325637381,0.24128003625079,9.77820604010731,0.00270189313276182,1.05339299006816,4,1
0.0261164649030329,0.0352523666564389,1.46613866729438,0.153069366781875,0.238216672562901,0.0214495028394577,0.110119041496922,0.0094008293849678,5.94617407115371,0.00349561023671739,4.65788112229077,4,2
0.0318791138112429,0.141586893093492,3.23439384785399,0.0516969785785777,0.44300728211558,0.868292084415124,0.496962088971541,0.0444964657695073,11.5069911664246,0.00796945748155913,1.48923198877065,4,3
0.0345994947783188,0.123897383621584,2.6082590464634,0.010672638886412,0.378891019430122,0.630273545028197,0.450516156001851,0.0319859480029965,13.1955080958759,0.00249622816461557,3.58097411213619,4,4
0.0356030881202659,0.0953330203134002,2.37465849017352,0.00057410147707412,0.326692345198668,0.493407764598637,0.39655084119525,0.0501181684932808,15.2331693295827,0.00117631747327829,3.45314159692098,4,5
0.029840790249546,0.0727905687224825,1.84520589643291,0.0019619441436468,0.218467887260895,0.42126953153545,0.329086514009201,0.0474293310544177,12.4402145310541,0.00159914071876837,4.51663525397,4,6
0.0212217490199771,0.0685833242763645,1.51525305713386,0.00126079164486036,0.165891784791541,0.517258207455339,0.305982952183584,0.0229504003252112,12.6967232623325,0.00142543604474273,4.76453006030342,4,7
0.035642386411112,0.0884454991537927,2.1365756069267,0.00904535965319411,0.327291459091538,0.235389542492126,0.417152885490717,0.073806635332626,13.551555269845,0.00141089210442672,2.71204046770057,4,8
0.0379810214496411,0.0866436352493416,1.32043628529223,0.00815094218060374,0.281092359484799,0.161396988436634,0.422896575792303,0.11886611695631,15.5852009127572,0.000985718577218339,1.43589883070331,4,9
